interaction_id,user_id,event_type,course_id,timestamp,device_type,location,referral_source,session_duration_seconds,session_id,created_at,updated_at,event_category
6794,730,share,729,2023-08-21 02:32:16,desktop,Germany,48,3214,79dfa2f3-c761-4a0c-9c0f-1c808f525c66,2023-08-21 02:32:16,2023-08-21 02:54:07,web
6795,891,bookmark,440,2023-02-25 05:14:42,mobile,Germany,49,1515,850d3f0f-a9b4-4b18-a6b1-194bf23718c4,2023-02-25 05:14:42,2023-02-25 06:06:07,web
6796,196,comment,647,2022-11-15 09:45:20,desktop,India,10,3443,00a25ee1-9306-4486-8375-3615c67fc60b,2022-11-15 09:45:20,2022-11-15 09:57:08,web
6797,784,share,575,2023-02-25 20:15:49,tablet,US,47,214,a7b06983-40e2-4807-a8ea-14dbfe4b1f96,2023-02-25 20:15:49,2023-02-25 21:09:23,web
6798,501,share,298,2023-04-21 19:50:42,tablet,US,44,1169,07bbf94a-a073-4089-ace7-74cbed3b0569,2023-04-21 19:50:42,2023-04-21 20:13:44,web
6799,779,comment,735,2023-05-08 16:00:18,mobile,UK,27,383,291a16fb-a72d-4fda-be23-f122d0d1ce96,2023-05-08 16:00:18,2023-05-08 16:45:55,web
6800,301,comment,571,2023-03-22 21:59:01,tablet,India,18,3223,7bde0850-2490-4bf2-a616-53ecd8f1494b,2023-03-22 21:59:01,2023-03-22 22:38:17,web
6801,818,share,366,2023-05-17 10:40:31,tablet,India,44,1170,b6c4e91a-9b9c-4ac6-bf0a-2437e392fff9,2023-05-17 10:40:31,2023-05-17 11:20:32,web
6802,156,like,359,2024-01-06 17:45:43,mobile,Brazil,41,2098,04427263-bacb-4462-b6bb-c9b28f7191cf,2024-01-06 17:45:43,2024-01-06 18:13:36,web
6803,246,share,20,2023-01-02 16:55:12,mobile,Brazil,15,1149,97db6168-d181-48d0-8a7a-479bcfd79b66,2023-01-02 16:55:12,2023-01-02 16:59:28,web
6804,412,like,281,2023-07-19 20:02:27,desktop,Brazil,24,385,590e7907-294c-47ae-9d37-0323a547d04d,2023-07-19 20:02:27,2023-07-19 20:17:43,web
6805,802,bookmark,301,2023-06-07 18:05:42,tablet,UK,35,2489,2ad0b4b1-bc3a-474e-bbac-db7a0dfcba7c,2023-06-07 18:05:42,2023-06-07 19:00:53,web
6806,2,share,348,2022-06-16 19:04:12,mobile,India,36,1327,fc569c6a-f588-4094-bfff-bdb95dd57d85,2022-06-16 19:04:12,2022-06-16 19:21:53,web
6807,983,bookmark,125,2023-10-31 22:01:20,tablet,US,47,883,4d9b18a8-39a7-49b8-8300-7ffabe7e80a7,2023-10-31 22:01:20,2023-10-31 22:39:06,web
6808,522,share,694,2022-08-15 19:37:04,mobile,US,1,1459,a0c3b1c0-fb91-48c9-92df-a9a11ef324e0,2022-08-15 19:37:04,2022-08-15 20:35:24,web
6809,296,bookmark,635,2023-01-28 08:38:25,mobile,US,7,3240,f9402fec-72c6-45df-89b9-2256b74cb2bb,2023-01-28 08:38:25,2023-01-28 09:29:14,web
6810,152,like,33,2023-01-15 18:02:22,tablet,India,17,591,ac71faae-a4ba-453b-80b2-373b6e98f3ef,2023-01-15 18:02:22,2023-01-15 18:49:46,web
6811,933,comment,118,2023-08-12 04:40:26,mobile,US,27,400,b9e92ef8-7ba7-43dc-8042-7a264a9b15a6,2023-08-12 04:40:26,2023-08-12 05:05:13,web
6812,911,comment,325,2023-01-10 22:26:59,mobile,Germany,19,3341,9cc5a3be-79eb-4b13-bf77-6ca8806d1723,2023-01-10 22:26:59,2023-01-10 22:49:34,web
6813,932,comment,498,2023-10-23 09:34:39,mobile,Germany,5,3181,33798d24-917e-4e21-8c2d-2223e44a3eff,2023-10-23 09:34:39,2023-10-23 09:48:04,web
6814,181,share,341,2022-12-27 07:50:54,desktop,US,41,2115,07fd9859-ce4b-49d1-8ea9-2ec45fe8d4f5,2022-12-27 07:50:54,2022-12-27 08:30:35,web
6815,234,share,886,2022-11-17 01:49:13,desktop,Germany,41,3058,f4b48374-64ea-4919-a145-3b63687b35df,2022-11-17 01:49:13,2022-11-17 01:51:07,web
6816,47,bookmark,167,2022-08-18 23:21:31,mobile,India,30,1609,3118837b-2df3-49e5-aaf4-e8e22de09f6c,2022-08-18 23:21:31,2022-08-19 00:09:42,web
6817,151,share,194,2023-02-07 09:27:44,desktop,Brazil,37,448,02f9eab1-f005-4511-a41a-91f828b6a5d7,2023-02-07 09:27:44,2023-02-07 09:36:07,web
6818,937,comment,787,2023-07-05 02:35:52,tablet,Brazil,24,1347,266c1ae6-8f38-4798-be69-2ddda2238677,2023-07-05 02:35:52,2023-07-05 02:57:25,web
6819,636,like,690,2022-08-11 10:33:49,desktop,Germany,9,2447,a0a66068-6044-4893-b8d5-98015ae317da,2022-08-11 10:33:49,2022-08-11 10:44:18,web
6820,579,bookmark,674,2024-01-11 01:55:32,tablet,India,17,721,9bd2cc06-ebfc-4fc4-b8de-98af381d4f32,2024-01-11 01:55:32,2024-01-11 02:39:21,web
6821,786,comment,799,2024-01-25 12:43:34,tablet,Brazil,27,2544,3eac34b6-8d59-49e5-b998-c93661584707,2024-01-25 12:43:34,2024-01-25 12:56:58,web
6822,683,bookmark,345,2023-07-28 21:09:02,tablet,US,18,3473,b6f995e8-b0a2-4558-82d6-a5c16a95fcf5,2023-07-28 21:09:02,2023-07-28 21:09:07,web
6823,350,share,151,2022-12-27 02:53:12,mobile,UK,17,1787,648df18d-482a-4a38-a85f-c3d80e878ae6,2022-12-27 02:53:12,2022-12-27 03:40:35,web
6824,632,share,404,2023-08-17 19:27:37,desktop,Germany,30,3192,408b4d4e-bd34-435e-b3ba-11122eb569d9,2023-08-17 19:27:37,2023-08-17 20:09:37,web
6825,858,comment,878,2022-11-28 08:07:00,tablet,India,41,3148,d520b09b-223b-429d-8cbe-1d7a4a4efbcb,2022-11-28 08:07:00,2022-11-28 08:46:45,web
6826,626,comment,453,2022-09-26 20:39:39,tablet,Brazil,24,2995,767b9afd-c382-43da-ae9d-b9a6dd0d642a,2022-09-26 20:39:39,2022-09-26 21:04:17,web
6827,774,bookmark,254,2023-06-08 10:03:46,tablet,Germany,21,1789,47cf9858-f0d0-46b4-b284-1098d1d40d92,2023-06-08 10:03:46,2023-06-08 10:46:12,web
6828,730,share,709,2022-08-17 08:44:53,tablet,US,19,1395,af2d3893-31f2-4bf8-ab9a-805c20ff321c,2022-08-17 08:44:53,2022-08-17 09:32:05,web
6829,314,share,137,2023-04-28 01:42:30,tablet,India,25,2273,527f6267-401e-440c-8b18-4993a60dcf76,2023-04-28 01:42:30,2023-04-28 01:43:52,web
6830,215,comment,456,2023-12-25 03:08:29,desktop,Brazil,38,2906,3714f10e-2b0c-4d13-bbc5-85a03c05259a,2023-12-25 03:08:29,2023-12-25 03:51:41,web
6831,859,bookmark,14,2023-10-29 17:46:14,tablet,Germany,7,888,9af65f81-d00f-48b3-a026-a58ff08ea37d,2023-10-29 17:46:14,2023-10-29 18:10:04,web
6832,457,bookmark,560,2023-01-25 04:01:18,desktop,Germany,41,3498,47fa3670-dc53-49ea-8fad-df4d915c603c,2023-01-25 04:01:18,2023-01-25 04:18:29,web
6833,377,comment,214,2022-11-01 18:36:10,desktop,US,43,909,7af4dd3c-aeec-49e3-ae35-50748775fd02,2022-11-01 18:36:10,2022-11-01 19:17:36,web
6834,130,like,434,2022-08-26 13:48:48,desktop,Brazil,24,2095,862893ed-36a2-4755-88c2-7dde5a9dc8dd,2022-08-26 13:48:48,2022-08-26 14:06:17,web
6835,968,like,429,2023-08-28 07:19:02,mobile,Brazil,39,288,e7e9350c-52db-489e-9981-342c0b240320,2023-08-28 07:19:02,2023-08-28 07:31:03,web
6836,191,like,628,2022-07-12 09:40:54,tablet,Germany,28,3164,717442a6-51b2-4d9a-8457-cab6a4a401cb,2022-07-12 09:40:54,2022-07-12 10:26:59,web
6837,71,bookmark,589,2023-09-15 10:13:17,mobile,Germany,9,1237,8b43e080-f183-4fe9-8a8d-f28cb3097dc7,2023-09-15 10:13:17,2023-09-15 11:12:19,web
6838,973,bookmark,44,2023-11-10 12:37:05,mobile,India,3,932,7344e279-c8a6-4ea7-8e9d-b7f5b3f0527c,2023-11-10 12:37:05,2023-11-10 13:13:24,web
6839,947,share,812,2022-11-03 18:06:29,desktop,India,20,171,08945864-5bcc-4cc0-a129-775f7d2ac5d7,2022-11-03 18:06:29,2022-11-03 18:36:25,web
6840,717,share,384,2022-09-10 09:25:50,mobile,India,12,2110,e33f7abd-305a-4f31-8261-e07c7e71f698,2022-09-10 09:25:50,2022-09-10 10:22:52,web
6841,360,comment,646,2022-10-20 02:17:24,tablet,Brazil,42,3120,62c5e544-7bce-49de-a8aa-3968c3ffd5f7,2022-10-20 02:17:24,2022-10-20 02:57:31,web
6842,864,bookmark,558,2023-08-23 04:50:37,mobile,India,12,1508,35ad40e4-3c38-457c-9aa4-710c4310aca6,2023-08-23 04:50:37,2023-08-23 05:47:23,web
6843,403,share,250,2023-02-01 09:32:29,tablet,US,33,2688,e539f0d9-812b-47ff-ba84-caae986f42ef,2023-02-01 09:32:29,2023-02-01 10:04:16,web
6844,754,bookmark,457,2023-04-18 22:45:59,tablet,India,8,225,97ccb320-a996-456a-a4a1-4eb65e6071e2,2023-04-18 22:45:59,2023-04-18 23:39:53,web
6845,65,share,496,2023-03-02 19:30:58,tablet,Germany,25,2234,f5cd89ec-4541-478f-b35f-e2c00d3d10d3,2023-03-02 19:30:58,2023-03-02 20:26:09,web
6846,464,share,649,2023-04-09 13:42:26,desktop,US,49,2076,8fa37831-55b3-4bc7-88c6-06faf987263e,2023-04-09 13:42:26,2023-04-09 14:36:13,web
6847,874,share,215,2023-05-20 23:06:01,desktop,Germany,45,902,6d83a27b-896e-4aab-a912-0200e60cf5d7,2023-05-20 23:06:01,2023-05-20 23:16:35,web
6848,919,bookmark,721,2022-11-15 00:48:16,mobile,US,25,2205,b76fcc6d-7ac9-4d43-9e23-f919affb8e48,2022-11-15 00:48:16,2022-11-15 01:26:11,web
6849,154,bookmark,755,2023-08-15 16:18:46,mobile,India,22,611,42060032-21a5-42bd-8ad2-d6bfcabcdefd,2023-08-15 16:18:46,2023-08-15 16:51:51,web
6850,205,share,625,2022-08-22 01:57:58,desktop,Germany,2,2669,5fa90b85-9eef-41d6-abfc-807cc9104c6a,2022-08-22 01:57:58,2022-08-22 02:31:24,web
6851,622,bookmark,298,2023-05-19 23:07:53,tablet,Germany,35,1110,b36cf293-08fd-49af-a201-86070080d4a5,2023-05-19 23:07:53,2023-05-19 23:38:44,web
6852,323,bookmark,317,2023-03-26 21:06:37,desktop,Brazil,12,1432,5314abd7-aed4-4c4c-be8f-da0a51f667d6,2023-03-26 21:06:37,2023-03-26 21:10:09,web
6853,467,share,65,2023-07-12 06:32:44,desktop,US,44,2810,6bff8a2b-ed3e-4812-ad6f-b85c3b8ac6ed,2023-07-12 06:32:44,2023-07-12 06:50:40,web
6854,801,like,376,2023-04-28 01:07:28,tablet,US,21,3072,95a47543-b91f-4e28-8fe2-60471995539d,2023-04-28 01:07:28,2023-04-28 01:34:59,web
6855,712,bookmark,47,2023-06-24 15:44:17,mobile,Germany,7,3389,3be3b459-c6a6-487b-9715-561f6bf633e6,2023-06-24 15:44:17,2023-06-24 16:06:35,web
6856,739,like,25,2023-09-26 18:03:12,mobile,Brazil,23,3092,a9972baf-3305-423b-a11b-b58ff7a44960,2023-09-26 18:03:12,2023-09-26 18:37:14,web
6857,309,comment,330,2022-07-22 08:51:11,mobile,US,20,601,22880e70-9d80-464c-b439-f621f78a05e6,2022-07-22 08:51:11,2022-07-22 09:22:29,web
6858,203,like,161,2023-02-12 05:44:56,desktop,Germany,18,2900,2a769b97-abc7-4caf-8062-12189f6cda71,2023-02-12 05:44:56,2023-02-12 06:02:51,web
6859,987,comment,618,2024-02-03 05:49:59,tablet,UK,26,2077,b6e7586e-22da-4127-b1b3-8b01197cdb0c,2024-02-03 05:49:59,2024-02-03 06:05:44,web
6860,983,like,318,2023-10-04 11:37:25,mobile,US,21,3056,581e0224-e63d-4de9-ac28-c61ad3f7e5df,2023-10-04 11:37:25,2023-10-04 12:33:10,web
6861,299,like,832,2023-10-01 09:21:56,mobile,UK,19,3245,1b73c405-0820-4744-9127-4b169eab0999,2023-10-01 09:21:56,2023-10-01 09:35:11,web
6862,874,bookmark,198,2023-09-01 18:01:45,tablet,India,11,2206,dd588672-3add-4e7b-9815-aaa2a5280fd6,2023-09-01 18:01:45,2023-09-01 18:46:47,web
6863,352,comment,467,2023-07-11 08:53:21,desktop,India,13,2494,c23173b5-328f-417f-be65-d80ecc1a7df3,2023-07-11 08:53:21,2023-07-11 09:44:18,web
6864,154,bookmark,119,2024-02-07 09:25:35,mobile,Germany,50,1576,f98864f9-f636-4f1f-aa20-e3d6f7330476,2024-02-07 09:25:35,2024-02-07 10:07:19,web
6865,759,comment,441,2023-11-08 01:23:00,tablet,UK,2,2947,942f1635-2f67-4b26-b5c7-79e9741e6b1e,2023-11-08 01:23:00,2023-11-08 01:58:51,web
6866,966,share,856,2022-09-10 01:12:25,mobile,UK,38,482,5d57fb29-4714-4f2a-a49b-e937fe521bc1,2022-09-10 01:12:25,2022-09-10 02:09:50,web
6867,359,like,15,2023-02-14 17:32:53,desktop,Germany,35,3273,32bc4918-9cf9-48c3-ae6f-f52e011531fa,2023-02-14 17:32:53,2023-02-14 17:51:37,web
6868,10,like,52,2023-03-25 13:02:00,desktop,Brazil,6,1591,8520c784-1b38-42d2-a592-0b5836912006,2023-03-25 13:02:00,2023-03-25 13:48:34,web
6869,801,share,30,2022-07-10 23:10:33,desktop,Germany,46,928,e7242304-8bca-4be4-a2e4-d4b8d86f57c8,2022-07-10 23:10:33,2022-07-10 23:26:56,web
6870,740,share,84,2024-01-15 18:12:05,tablet,Germany,1,377,14d5dc45-b696-4648-869d-3bd722a89158,2024-01-15 18:12:05,2024-01-15 18:38:14,web
6871,395,comment,417,2022-07-18 18:30:35,mobile,Brazil,12,1291,11d81c33-fe39-4de1-9311-d21c1e58f97f,2022-07-18 18:30:35,2022-07-18 18:39:20,web
6872,21,bookmark,586,2023-04-28 22:02:57,mobile,Brazil,31,63,b9ae48fb-a40d-4636-b20d-4f93d0c6fd5d,2023-04-28 22:02:57,2023-04-28 22:57:05,web
6873,42,like,337,2023-10-25 00:24:44,mobile,UK,34,1491,b27cdc33-f925-4074-9ca9-b8f20c2b5e49,2023-10-25 00:24:44,2023-10-25 00:29:52,web
6874,188,like,426,2023-11-17 03:51:50,mobile,US,6,3225,2fc4cfbb-0f4e-469d-98fa-ced78f351882,2023-11-17 03:51:50,2023-11-17 04:18:10,web
6875,82,comment,15,2022-10-29 15:47:17,mobile,Germany,12,631,084f6ec2-d533-4de6-8235-d1e04e29345b,2022-10-29 15:47:17,2022-10-29 16:14:03,web
6876,962,bookmark,471,2022-08-22 11:30:44,mobile,US,9,1694,f70b5119-7d7f-4ea9-ab14-9fdf732edb15,2022-08-22 11:30:44,2022-08-22 11:49:43,web
6877,614,comment,30,2022-11-02 19:06:57,desktop,India,25,3122,1846639b-44a2-459f-ba3e-d963448e3afe,2022-11-02 19:06:57,2022-11-02 19:13:31,web
6878,300,share,18,2023-09-01 06:40:46,desktop,Brazil,41,3196,38201243-e035-4c42-8358-248c2eccdb47,2023-09-01 06:40:46,2023-09-01 07:24:23,web
6879,493,bookmark,826,2022-08-19 01:37:00,mobile,UK,44,2623,1922cbed-e3ec-4466-ac2c-9a294d0314a8,2022-08-19 01:37:00,2022-08-19 02:04:34,web
6880,866,like,530,2023-07-20 06:04:38,mobile,UK,46,807,cf143a16-f21c-47a6-bcc2-feb896486f1f,2023-07-20 06:04:38,2023-07-20 06:45:38,web
6881,643,share,744,2022-06-05 01:31:39,mobile,Germany,35,2707,2a66cec0-cbaa-47cb-aad4-7214e9f10a86,2022-06-05 01:31:39,2022-06-05 01:41:59,web
6882,780,like,552,2023-05-04 05:56:54,mobile,US,34,3500,e7679672-ad03-440c-b165-e9151e74cf2f,2023-05-04 05:56:54,2023-05-04 06:36:44,web
6883,211,share,677,2023-12-29 16:06:04,mobile,India,33,463,93eff907-a0ee-4ac7-b60f-3a8a9cbae940,2023-12-29 16:06:04,2023-12-29 16:11:34,web
6884,29,share,833,2023-06-28 06:21:30,mobile,India,24,308,3676ef35-2397-4cfd-876e-3fe73da3dfee,2023-06-28 06:21:30,2023-06-28 06:52:49,web
6885,981,share,813,2023-10-31 17:22:05,tablet,UK,26,1494,b0bcd3eb-2c72-41e5-a9da-10a74947bac1,2023-10-31 17:22:05,2023-10-31 17:22:28,web
6886,167,share,601,2023-12-03 01:56:14,tablet,US,32,2495,19da1169-6a7f-4f1a-ba19-3050c99ae342,2023-12-03 01:56:14,2023-12-03 02:28:20,web
6887,823,comment,594,2023-05-23 06:49:39,tablet,Germany,16,2897,acef7431-563f-49f3-9620-be788d485e38,2023-05-23 06:49:39,2023-05-23 07:10:48,web
6888,522,bookmark,810,2022-10-22 04:50:05,mobile,UK,33,3084,2b76ff35-c114-4efa-95da-bd34c5ac2b2a,2022-10-22 04:50:05,2022-10-22 05:39:36,web
6889,354,comment,456,2023-07-24 07:00:25,tablet,India,18,2844,a4d80d73-3329-45bd-a0e8-8506127ee74a,2023-07-24 07:00:25,2023-07-24 07:39:08,web
6890,935,bookmark,476,2023-04-07 15:17:31,mobile,India,30,3342,6de3e7d0-6286-4720-9037-c542b05644b6,2023-04-07 15:17:31,2023-04-07 15:30:34,web
6891,883,comment,371,2024-01-13 20:07:58,desktop,Brazil,3,1609,fb0a745b-5093-4bb7-a6fe-07ec123c4310,2024-01-13 20:07:58,2024-01-13 21:07:30,web
6892,346,share,99,2022-11-09 08:28:18,tablet,Germany,17,923,ccefbff6-c2f8-4503-8a9b-cc51e470e956,2022-11-09 08:28:18,2022-11-09 08:34:46,web
6893,922,bookmark,665,2023-05-12 17:21:52,mobile,Brazil,38,1810,41d8d35f-12e1-422a-9131-1baaa873ca13,2023-05-12 17:21:52,2023-05-12 17:59:25,web
6894,401,like,211,2023-02-03 16:45:28,desktop,Brazil,19,1654,fc10a2b9-955d-4aad-8d50-f7b729a1dce1,2023-02-03 16:45:28,2023-02-03 17:11:58,web
6895,741,comment,863,2023-10-01 11:18:05,mobile,India,11,3507,7411bcb7-f8c4-4000-a4d7-34c188eb96c0,2023-10-01 11:18:05,2023-10-01 11:41:41,web
6896,699,share,635,2023-11-20 02:26:23,mobile,US,41,865,156ee098-b3f6-4eb3-8241-cd929b8b5fb4,2023-11-20 02:26:23,2023-11-20 02:50:13,web
6897,135,like,229,2022-07-06 04:40:31,mobile,Brazil,22,2304,2f438891-af00-4a76-b31c-e726071ba21c,2022-07-06 04:40:31,2022-07-06 05:31:09,web
6898,514,share,227,2023-07-17 20:35:18,mobile,Germany,47,2528,5bfe13b0-35b3-4157-bcbd-122514b762e1,2023-07-17 20:35:18,2023-07-17 20:35:20,web
6899,496,share,16,2022-07-19 01:25:32,mobile,Brazil,48,1165,d4a2877c-07f6-490c-83e5-17adfc6f57ab,2022-07-19 01:25:32,2022-07-19 02:09:38,web
6900,271,share,187,2022-12-02 22:53:20,mobile,Brazil,30,2323,c9e0ff99-9a0e-4950-8f03-312d1b34408f,2022-12-02 22:53:20,2022-12-02 23:11:07,web
6901,52,comment,479,2023-02-28 01:37:41,desktop,India,14,252,635cffd3-a9b2-4e44-a188-07790b3f4907,2023-02-28 01:37:41,2023-02-28 01:40:22,web
6902,393,comment,108,2023-02-12 05:07:06,desktop,India,33,3062,2d88bc0e-62e9-482e-9b7f-e7a575cfc5f9,2023-02-12 05:07:06,2023-02-12 05:32:07,web
6903,738,like,381,2023-08-16 09:44:53,tablet,Brazil,6,2344,80193aae-b658-4caa-af29-3fd6b35272ea,2023-08-16 09:44:53,2023-08-16 09:59:24,web
6904,275,comment,433,2023-07-22 07:53:55,desktop,US,43,1828,6f578092-1291-47dc-bfe6-87d20f2d358b,2023-07-22 07:53:55,2023-07-22 08:27:41,web
6905,673,like,208,2023-06-24 23:53:59,desktop,US,4,393,d622c14b-05ca-47a5-a15d-47ed670f90d8,2023-06-24 23:53:59,2023-06-24 23:56:41,web
6906,167,like,699,2022-09-06 14:05:58,desktop,Brazil,22,2508,16158aa8-1e34-49b5-87a2-912f5d20bad5,2022-09-06 14:05:58,2022-09-06 15:01:46,web
6907,961,share,336,2023-11-11 02:30:26,desktop,India,37,1837,71762a83-c656-4a4b-b2e8-29c846e81b93,2023-11-11 02:30:26,2023-11-11 02:51:27,web
6908,314,bookmark,440,2023-11-12 04:40:09,desktop,Germany,6,3577,e320d279-3d6e-48e5-998f-c4dd765cb052,2023-11-12 04:40:09,2023-11-12 05:28:04,web
6909,905,share,785,2023-08-04 09:47:54,mobile,India,10,1335,ad51957b-0c18-4a37-80d8-f6467a7f930e,2023-08-04 09:47:54,2023-08-04 09:48:39,web
6910,387,bookmark,805,2023-01-12 06:35:54,tablet,UK,38,2283,63af256b-47e0-4be8-8f90-cfd9c41e500a,2023-01-12 06:35:54,2023-01-12 07:28:59,web
6911,285,bookmark,810,2022-06-23 14:37:20,desktop,Brazil,43,436,175ae5d5-4d44-435f-99e9-7834c17ff3be,2022-06-23 14:37:20,2022-06-23 15:05:56,web
6912,897,bookmark,198,2023-11-03 13:49:00,desktop,Germany,49,1145,85c497d5-a222-4d3e-8bd0-a3c1c5cf3a26,2023-11-03 13:49:00,2023-11-03 14:25:05,web
6913,521,share,363,2023-06-11 10:44:58,desktop,Germany,organic,3380,9d3f72b5-aebd-49cf-939e-3ecb57968033,2023-06-11 10:44:58,2023-06-11 10:56:06,web
6914,728,comment,836,2023-03-22 23:24:06,mobile,US,42,2800,4a5eb2fe-8382-4702-86a6-a4f7ad397baf,2023-03-22 23:24:06,2023-03-23 00:05:23,web
6915,649,share,695,2024-02-09 16:20:42,desktop,Brazil,33,3002,2f516776-e158-4a54-b379-73cbbf0e720c,2024-02-09 16:20:42,2024-02-09 16:46:54,web
6916,928,bookmark,294,2023-03-05 06:35:10,mobile,India,47,2819,b429a63a-6699-45f1-b598-6d2fd6c9300e,2023-03-05 06:35:10,2023-03-05 07:17:23,web
6917,883,like,698,2023-06-05 17:48:31,desktop,Brazil,23,2350,c6d9f45a-7308-4f48-bcd5-8d7f03c3cf06,2023-06-05 17:48:31,2023-06-05 18:32:41,web
6918,740,like,207,2023-12-16 09:35:38,mobile,UK,42,3453,8ecc09ae-2428-412b-91a1-e3bdd6bfe846,2023-12-16 09:35:38,2023-12-16 10:04:13,web
6919,517,bookmark,624,2022-08-21 13:01:56,tablet,UK,36,3290,3d76b2f8-5344-423d-86bd-12db2727bc26,2022-08-21 13:01:56,2022-08-21 13:26:15,web
6920,903,bookmark,5,2024-01-21 13:21:12,desktop,Brazil,45,2461,2914f457-c092-47fb-9397-f568f5e5b9a7,2024-01-21 13:21:12,2024-01-21 14:20:26,web
6921,367,like,112,2022-10-05 16:34:16,mobile,UK,49,2907,579c6f16-8a99-4d76-a010-1ece4e7f02a4,2022-10-05 16:34:16,2022-10-05 16:42:20,web
6922,962,share,646,2023-07-16 02:50:20,desktop,India,5,3539,31f6e1d9-0357-4395-b546-d7157bf71d3d,2023-07-16 02:50:20,2023-07-16 03:42:51,web
6923,622,share,573,2023-11-27 21:26:44,desktop,US,16,3386,5e554320-e870-40f5-b04e-e6e05b242b0c,2023-11-27 21:26:44,2023-11-27 21:44:25,web
6924,238,comment,548,2023-08-21 01:27:52,desktop,Brazil,28,2108,b9f2e810-f6cb-41a7-ae13-2340f0311628,2023-08-21 01:27:52,2023-08-21 01:56:08,web
6925,966,share,144,2022-06-04 12:24:47,desktop,Brazil,2,2755,55e86110-a802-47a5-8def-0d98901c5815,2022-06-04 12:24:47,2022-06-04 12:59:24,web
6926,202,share,719,2024-01-20 08:30:33,mobile,US,3,3242,8e63a237-eba3-4c5a-b028-7093d63d5ddb,2024-01-20 08:30:33,2024-01-20 08:33:10,web
6927,352,bookmark,73,2023-06-15 07:38:17,desktop,UK,18,1940,29f0b3d3-f5ac-4a62-930e-ba392e60f0d3,2023-06-15 07:38:17,2023-06-15 08:01:59,web
6928,234,bookmark,537,2024-01-23 13:28:18,desktop,Germany,28,3166,17156c21-15f2-4c2f-bf26-a98a6b71ca9f,2024-01-23 13:28:18,2024-01-23 13:42:54,web
6929,262,comment,159,2024-01-03 23:38:08,tablet,Brazil,10,1562,457912f8-dda6-4502-abbc-3fefdd372b1f,2024-01-03 23:38:08,2024-01-03 23:51:15,web
6930,917,comment,837,2023-05-23 02:01:20,mobile,UK,9,2869,791e868f-a2b6-465c-88e2-95ef7d3e11e1,2023-05-23 02:01:20,2023-05-23 02:32:32,web
6931,827,like,541,2023-08-16 19:27:48,mobile,Germany,14,2360,3459b7a2-3e6b-4e27-b0c7-c1ff84558fdd,2023-08-16 19:27:48,2023-08-16 20:01:53,web
6932,326,like,438,2023-09-25 06:25:44,tablet,Brazil,45,1260,943dbb8a-e573-4289-8af6-78b11dff0d96,2023-09-25 06:25:44,2023-09-25 06:58:44,web
6933,214,comment,517,2023-10-02 12:44:14,mobile,India,17,111,f01bd73d-cfe5-44a5-909f-635bb22eacec,2023-10-02 12:44:14,2023-10-02 12:46:07,web
6934,249,like,338,2023-07-10 14:52:45,mobile,Brazil,23,623,dee8975d-e94b-450a-9874-c48c4ce48fe5,2023-07-10 14:52:45,2023-07-10 14:58:38,web
6935,765,bookmark,221,2022-10-02 10:24:36,mobile,India,3,3390,544f2c7c-e748-4ff4-b83f-590598285271,2022-10-02 10:24:36,2022-10-02 10:52:19,web
6936,740,like,744,2022-10-21 08:47:49,mobile,UK,44,1457,7b8c871e-9e52-4419-b10f-0d2af5c0b138,2022-10-21 08:47:49,2022-10-21 09:43:25,web
6937,74,share,507,2022-06-27 07:58:14,mobile,Brazil,34,755,85d73ad1-35ff-4e3c-8655-ea259dc76d2d,2022-06-27 07:58:14,2022-06-27 08:24:00,web
6938,293,bookmark,746,2023-04-03 20:40:11,mobile,US,9,548,95582279-408d-42e1-815b-ed7605c7a1a6,2023-04-03 20:40:11,2023-04-03 20:58:24,web
6939,874,bookmark,360,2024-01-24 04:50:19,mobile,Brazil,11,1492,ec041b75-667d-41ac-84f4-4d8452c3ed3e,2024-01-24 04:50:19,2024-01-24 05:01:31,web
6940,812,like,317,2023-08-13 09:13:04,desktop,US,8,2839,90db9d18-392a-4e2d-bd94-86576907ba28,2023-08-13 09:13:04,2023-08-13 09:22:01,web
6941,425,share,243,2022-10-16 07:42:26,mobile,Brazil,22,599,bbc64dbd-79eb-4840-ae90-df81f6221bd9,2022-10-16 07:42:26,2022-10-16 08:25:32,web
6942,109,comment,219,2022-10-21 18:29:17,tablet,Brazil,35,537,82d7666e-a126-4db7-b48a-43e340d6185c,2022-10-21 18:29:17,2022-10-21 18:29:26,web
6943,848,comment,530,2023-12-15 07:59:11,desktop,Brazil,26,2388,ba9fb78b-77a6-4076-815a-909c8c13c7cb,2023-12-15 07:59:11,2023-12-15 08:51:02,web
6944,719,share,144,2023-07-07 12:17:07,mobile,UK,12,2753,03f2b6a2-3f35-4945-8b37-aabc780d7f76,2023-07-07 12:17:07,2023-07-07 12:36:52,web
6945,139,like,842,2023-12-09 02:59:54,mobile,India,26,3465,7965c820-138f-4e28-815b-0f0de270e314,2023-12-09 02:59:54,2023-12-09 03:53:10,web
6946,331,bookmark,550,2024-02-07 04:52:16,mobile,Germany,11,1559,e0b6c0a9-335d-49fb-bcba-4975ac014b56,2024-02-07 04:52:16,2024-02-07 05:36:45,web
6947,388,bookmark,729,2023-07-25 09:10:43,tablet,Brazil,29,2508,85ed627b-7b32-4930-b58e-f34e2bc72707,2023-07-25 09:10:43,2023-07-25 09:28:15,web
